str_date,Negative,Neutral,Positive,Logoff,Logon,Connect,Disconnect
03-17-2010,1.0,0.0,6.0,3,3,4,4
03-18-2010,3.0,1.0,7.0,5,5,4,4
03-19-2010,7.0,1.0,3.0,5,5,5,5
03-22-2010,5.0,0.0,6.0,2,2,3,2
03-23-2010,5.0,0.0,6.0,4,4,6,6
03-24-2010,4.0,1.0,6.0,5,5,4,4
03-25-2010,8.0,0.0,3.0,4,4,3,3
03-26-2010,2.0,0.0,9.0,3,3,3,3
03-29-2010,6.0,0.0,5.0,2,2,2,2
03-30-2010,10.0,1.0,0.0,6,6,7,7
03-31-2010,1.0,1.0,9.0,2,2,3,3
04-01-2010,5.0,0.0,3.0,5,5,5,5
04-05-2010,7.0,0.0,4.0,4,4,4,4
04-06-2010,4.0,1.0,6.0,3,3,3,3
04-07-2010,6.0,1.0,4.0,6,6,6,6
04-08-2010,4.0,0.0,7.0,5,5,4,4
04-09-2010,4.0,1.0,6.0,6,6,5,5
04-12-2010,7.0,0.0,3.0,5,5,4,4
04-13-2010,3.0,0.0,8.0,4,4,3,3
04-14-2010,6.0,0.0,5.0,3,3,2,2
04-15-2010,5.0,0.0,6.0,6,6,5,5
04-16-2010,4.0,1.0,6.0,6,6,7,7
04-19-2010,4.0,0.0,6.0,2,2,3,3
04-20-2010,2.0,0.0,9.0,6,6,6,6
04-21-2010,5.0,1.0,5.0,5,5,4,4
04-22-2010,3.0,0.0,8.0,5,5,5,5
04-23-2010,6.0,0.0,5.0,2,2,2,2
04-26-2010,5.0,1.0,5.0,6,6,6,6
04-27-2010,5.0,0.0,6.0,4,4,6,6
04-28-2010,2.0,1.0,8.0,5,5,7,7
04-29-2010,4.0,0.0,7.0,4,4,3,3
04-30-2010,4.0,1.0,6.0,2,2,2,2
05-03-2010,6.0,0.0,5.0,6,6,6,6
05-04-2010,0.0,0.0,11.0,6,6,6,6
05-05-2010,5.0,0.0,6.0,4,4,6,6
05-06-2010,2.0,0.0,7.0,6,6,6,6
05-07-2010,3.0,1.0,7.0,6,6,5,5
05-10-2010,6.0,0.0,5.0,3,3,2,2
05-11-2010,7.0,0.0,4.0,4,4,4,4
05-12-2010,4.0,0.0,7.0,6,6,7,7
05-13-2010,2.0,2.0,7.0,4,4,3,3
05-14-2010,2.0,0.0,8.0,6,6,5,5
05-17-2010,3.0,0.0,8.0,5,5,5,5
05-18-2010,2.0,0.0,9.0,2,2,2,2
05-19-2010,8.0,0.0,3.0,5,5,6,6
05-20-2010,4.0,1.0,6.0,4,4,4,4
05-21-2010,4.0,0.0,7.0,2,2,2,2
05-24-2010,7.0,1.0,3.0,5,5,5,5
05-25-2010,4.0,1.0,6.0,6,6,7,7
05-26-2010,6.0,0.0,5.0,4,4,2,2
05-27-2010,1.0,1.0,5.0,5,5,4,4
05-28-2010,5.0,0.0,6.0,6,6,4,4
06-01-2010,6.0,0.0,5.0,4,4,3,3
06-02-2010,3.0,0.0,8.0,3,3,2,2
06-03-2010,3.0,0.0,8.0,4,4,5,5
06-04-2010,6.0,0.0,5.0,6,6,6,6
06-07-2010,6.0,0.0,5.0,5,5,4,4
06-08-2010,5.0,1.0,5.0,2,2,2,2
06-09-2010,4.0,0.0,6.0,5,5,4,4
06-10-2010,2.0,2.0,7.0,6,6,4,4
06-11-2010,3.0,0.0,8.0,4,4,2,2
06-14-2010,9.0,0.0,2.0,3,3,2,2
06-15-2010,3.0,0.0,8.0,4,4,5,5
06-16-2010,4.0,3.0,4.0,2,2,3,3
06-17-2010,8.0,0.0,5.0,6,6,5,5
06-18-2010,5.0,0.0,6.0,5,5,3,3
