str_date,Negative,Neutral,Positive,Logoff,Logon,Connect,Disconnect
02-18-2010,1.0,0.0,0.0,1,2,8,8
02-18-2011,0.0,0.0,1.0,1,2,9,9
02-19-2010,1.0,0.0,0.0,1,2,8,8
02-21-2011,1.0,0.0,0.0,1,2,9,9
02-22-2010,1.0,0.0,0.0,1,2,9,9
02-22-2011,1.0,0.0,0.0,1,2,9,9
02-23-2010,0.0,0.0,1.0,1,1,9,9
02-23-2011,1.0,0.0,0.0,1,1,8,8
02-24-2010,0.0,0.0,1.0,1,2,9,9
02-24-2011,1.0,0.0,0.0,1,2,9,9
02-25-2010,0.0,0.0,1.0,1,2,7,7
02-25-2011,0.0,0.0,1.0,1,1,9,8
02-26-2010,1.0,0.0,0.0,1,2,9,9
02-28-2011,0.0,0.0,1.0,1,2,8,8
03-01-2010,0.0,0.0,1.0,1,1,9,9
03-01-2011,1.0,0.0,0.0,1,2,9,9
03-02-2010,0.0,1.0,0.0,1,2,9,9
03-02-2011,0.0,0.0,1.0,1,2,8,8
03-03-2010,1.0,0.0,0.0,1,2,8,8
03-03-2011,1.0,0.0,0.0,1,2,9,9
03-04-2010,1.0,0.0,0.0,1,2,8,8
03-04-2011,0.0,0.0,1.0,1,2,9,9
03-05-2010,0.0,0.0,1.0,1,2,9,9
03-07-2011,0.0,0.0,1.0,1,2,9,9
03-08-2010,0.0,0.0,1.0,1,2,9,8
03-08-2011,1.0,0.0,0.0,1,2,8,8
03-09-2010,0.0,0.0,1.0,1,2,9,9
03-09-2011,0.0,0.0,1.0,1,2,7,7
03-10-2011,0.0,0.0,1.0,1,1,8,8
03-11-2010,0.0,0.0,1.0,1,2,9,9
03-11-2011,1.0,0.0,0.0,1,2,9,9
03-14-2011,0.0,0.0,1.0,1,2,9,9
03-15-2010,0.0,0.0,1.0,1,2,9,9
03-15-2011,1.0,0.0,0.0,1,1,9,8
03-16-2010,0.0,0.0,1.0,1,2,9,9
03-16-2011,0.0,0.0,1.0,1,2,9,9
03-17-2010,0.0,0.0,1.0,1,2,9,9
03-17-2011,0.0,0.0,1.0,1,1,9,9
03-18-2010,0.0,0.0,1.0,1,1,9,8
03-18-2011,0.0,0.0,1.0,1,2,9,9
03-19-2010,1.0,0.0,0.0,1,2,6,6
03-21-2011,0.0,0.0,1.0,1,2,9,9
03-22-2010,0.0,0.0,1.0,1,2,7,7
03-22-2011,0.0,0.0,1.0,1,2,8,8
03-23-2010,1.0,0.0,0.0,2,2,9,9
03-23-2011,0.0,0.0,1.0,1,2,7,7
03-24-2010,0.0,0.0,1.0,1,1,9,9
03-24-2011,1.0,0.0,0.0,1,2,9,9
03-25-2010,0.0,0.0,1.0,1,2,9,9
03-25-2011,1.0,0.0,0.0,1,2,8,8
03-26-2010,1.0,0.0,0.0,1,2,9,9
03-29-2010,0.0,0.0,1.0,1,2,9,9
03-29-2011,0.0,0.0,1.0,1,1,9,9
03-30-2010,1.0,0.0,0.0,1,2,9,9
03-30-2011,1.0,0.0,0.0,1,1,9,9
03-31-2010,0.0,0.0,1.0,1,2,9,9
03-31-2011,0.0,0.0,1.0,1,2,8,8
04-01-2010,0.0,0.0,1.0,1,2,9,9
04-01-2011,0.0,0.0,1.0,1,2,9,9
04-04-2011,0.0,0.0,1.0,1,2,9,9
04-05-2010,1.0,0.0,0.0,1,1,9,9
04-05-2011,1.0,0.0,0.0,1,1,9,9
04-06-2010,0.0,0.0,1.0,1,2,9,9
04-06-2011,1.0,0.0,0.0,1,2,8,8
04-07-2010,0.0,0.0,1.0,1,2,8,8
04-07-2011,1.0,0.0,0.0,1,2,10,10
04-08-2011,1.0,0.0,0.0,1,2,10,10
04-09-2010,0.0,0.0,1.0,1,2,9,9
04-11-2011,0.0,0.0,1.0,1,2,8,8
04-12-2010,0.0,0.0,1.0,1,1,9,9
04-12-2011,0.0,0.0,1.0,1,2,9,9
04-13-2010,0.0,0.0,1.0,1,2,8,8
04-13-2011,1.0,0.0,0.0,1,2,9,9
04-14-2010,0.0,0.0,1.0,1,2,9,9
04-14-2011,1.0,0.0,0.0,1,2,9,9
04-15-2010,0.0,0.0,1.0,1,2,9,9
04-15-2011,1.0,0.0,0.0,1,2,9,9
04-16-2010,1.0,0.0,0.0,1,1,9,9
04-18-2011,1.0,0.0,0.0,1,2,9,9
04-19-2010,0.0,0.0,1.0,1,2,9,9
04-19-2011,1.0,0.0,0.0,1,2,9,9
04-20-2010,0.0,0.0,1.0,1,2,8,8
04-20-2011,1.0,0.0,0.0,1,2,9,9
04-21-2010,1.0,0.0,0.0,1,2,9,9
04-21-2011,0.0,0.0,1.0,1,2,9,9
04-22-2010,0.0,0.0,1.0,1,2,8,8
04-23-2010,1.0,0.0,0.0,1,2,9,9
04-25-2011,0.0,0.0,1.0,1,2,7,7
04-26-2010,1.0,0.0,0.0,1,2,9,9
04-26-2011,0.0,0.0,1.0,1,2,8,8
04-27-2010,0.0,0.0,1.0,1,2,9,9
04-27-2011,0.0,0.0,1.0,1,2,8,8
04-28-2010,1.0,0.0,0.0,1,2,9,9
04-28-2011,0.0,0.0,1.0,1,2,9,9
04-29-2010,0.0,0.0,1.0,1,2,9,9
04-29-2011,1.0,0.0,0.0,1,2,8,8
04-30-2010,0.0,0.0,1.0,1,2,8,7
05-02-2011,0.0,0.0,1.0,1,2,8,8
05-03-2010,0.0,0.0,1.0,1,2,7,7
05-03-2011,0.0,1.0,0.0,1,2,7,7
05-04-2010,0.0,0.0,1.0,1,2,8,8
05-04-2011,1.0,0.0,0.0,1,2,9,9
05-05-2010,0.0,0.0,1.0,1,2,9,9
05-05-2011,0.0,0.0,1.0,1,1,9,9
05-06-2010,1.0,0.0,0.0,1,2,7,7
05-06-2011,0.0,0.0,1.0,1,2,8,8
05-07-2010,1.0,0.0,0.0,1,1,8,8
05-09-2011,0.0,0.0,1.0,1,2,9,9
05-10-2010,0.0,0.0,1.0,2,2,8,8
05-10-2011,0.0,0.0,1.0,1,2,8,8
05-11-2010,0.0,0.0,1.0,1,2,9,9
05-11-2011,0.0,0.0,1.0,1,2,9,9
05-12-2010,0.0,0.0,1.0,1,2,9,9
05-12-2011,1.0,0.0,0.0,1,1,8,7
05-13-2010,0.0,0.0,1.0,1,2,8,8
05-13-2011,1.0,0.0,0.0,1,1,9,9
05-14-2010,0.0,0.0,1.0,1,2,9,9
05-16-2011,0.0,0.0,1.0,1,2,9,9
05-17-2010,0.0,0.0,1.0,1,2,8,8
05-18-2010,0.0,0.0,1.0,1,1,9,9
05-19-2010,0.0,0.0,1.0,1,2,9,9
05-20-2010,0.0,0.0,1.0,1,1,9,9
05-21-2010,0.0,0.0,1.0,1,1,9,9
05-24-2010,0.0,0.0,1.0,1,2,9,9
05-25-2010,0.0,1.0,0.0,1,2,9,9
05-26-2010,0.0,1.0,0.0,1,2,9,9
05-27-2010,0.0,0.0,1.0,1,1,7,7
05-28-2010,0.0,0.0,1.0,1,2,8,8
06-01-2010,1.0,0.0,0.0,1,2,9,9
06-02-2010,0.0,0.0,1.0,1,1,9,9
06-03-2010,1.0,0.0,0.0,1,2,8,8
06-04-2010,0.0,0.0,1.0,1,2,9,9
06-07-2010,0.0,0.0,1.0,1,1,9,8
06-08-2010,0.0,0.0,1.0,1,2,7,7
06-09-2010,1.0,0.0,0.0,1,1,8,8
06-10-2010,1.0,0.0,0.0,1,2,9,9
06-11-2010,0.0,0.0,1.0,1,2,6,6
06-14-2010,1.0,0.0,0.0,1,1,7,7
06-15-2010,1.0,0.0,0.0,1,2,9,9
06-16-2010,0.0,0.0,1.0,1,2,8,8
06-17-2010,1.0,0.0,0.0,1,2,8,8
06-18-2010,0.0,0.0,1.0,1,2,9,9
06-21-2010,1.0,0.0,0.0,1,1,9,9
06-22-2010,1.0,0.0,0.0,1,1,8,8
06-23-2010,0.0,1.0,0.0,1,1,9,9
06-24-2010,0.0,0.0,1.0,1,2,8,8
06-25-2010,0.0,1.0,0.0,1,2,8,8
06-28-2010,0.0,0.0,1.0,1,1,9,9
06-29-2010,0.0,0.0,1.0,1,2,8,8
06-30-2010,0.0,0.0,1.0,1,2,8,8
07-01-2010,0.0,0.0,1.0,1,2,9,9
07-02-2010,0.0,0.0,1.0,1,2,9,9
07-06-2010,1.0,0.0,0.0,1,1,9,8
07-07-2010,0.0,0.0,1.0,1,2,9,9
07-08-2010,1.0,0.0,0.0,1,2,9,9
07-12-2010,0.0,0.0,1.0,1,2,9,9
07-13-2010,0.0,0.0,1.0,1,2,8,8
07-14-2010,0.0,0.0,1.0,1,2,9,9
07-15-2010,0.0,0.0,1.0,1,2,8,8
07-16-2010,0.0,0.0,1.0,1,2,9,9
07-19-2010,0.0,0.0,1.0,1,2,9,9
07-20-2010,1.0,0.0,0.0,1,2,7,7
07-21-2010,1.0,0.0,0.0,1,2,8,8
07-22-2010,0.0,0.0,1.0,1,2,8,8
07-23-2010,0.0,0.0,1.0,1,2,9,9
07-26-2010,0.0,0.0,1.0,1,2,8,8
07-27-2010,1.0,0.0,0.0,1,2,9,9
07-28-2010,0.0,0.0,1.0,1,2,8,8
07-29-2010,0.0,0.0,1.0,1,1,9,9
07-30-2010,0.0,0.0,1.0,1,2,9,9
08-02-2010,0.0,0.0,1.0,1,2,9,9
08-03-2010,0.0,1.0,0.0,1,2,9,9
08-04-2010,0.0,0.0,1.0,1,1,9,9
08-05-2010,0.0,0.0,1.0,1,2,9,9
08-06-2010,1.0,0.0,0.0,1,2,9,9
08-09-2010,0.0,0.0,1.0,2,2,9,9
08-10-2010,1.0,0.0,0.0,1,2,10,10
08-11-2010,0.0,0.0,1.0,1,2,8,8
08-12-2010,1.0,0.0,0.0,1,2,9,9
08-13-2010,0.0,0.0,1.0,1,2,9,9
08-16-2010,0.0,0.0,1.0,1,1,9,9
08-17-2010,1.0,0.0,0.0,1,2,9,9
08-18-2010,0.0,1.0,0.0,1,1,8,8
08-19-2010,0.0,0.0,1.0,1,1,9,9
08-20-2010,0.0,0.0,1.0,1,2,8,8
08-24-2010,1.0,0.0,0.0,1,2,9,9
08-25-2010,1.0,0.0,0.0,1,2,9,9
08-26-2010,0.0,0.0,1.0,1,2,9,9
08-27-2010,1.0,0.0,0.0,1,2,8,8
08-30-2010,0.0,0.0,1.0,1,2,9,9
08-31-2010,0.0,0.0,1.0,1,2,9,9
09-01-2010,0.0,0.0,1.0,1,2,9,9
09-02-2010,0.0,0.0,1.0,1,2,8,7
09-03-2010,1.0,0.0,0.0,1,2,9,9
09-07-2010,1.0,0.0,0.0,1,2,9,9
09-08-2010,0.0,0.0,1.0,1,2,7,7
09-09-2010,0.0,0.0,1.0,1,2,8,8
09-10-2010,0.0,0.0,1.0,1,2,9,9
09-13-2010,1.0,0.0,0.0,1,2,9,9
09-14-2010,1.0,0.0,0.0,1,2,8,7
09-15-2010,0.0,0.0,1.0,1,1,8,8
09-16-2010,0.0,0.0,1.0,1,2,9,9
09-17-2010,1.0,0.0,0.0,1,2,9,9
09-20-2010,1.0,0.0,0.0,1,2,7,7
09-21-2010,0.0,0.0,1.0,1,2,9,9
09-22-2010,1.0,0.0,0.0,1,2,7,7
09-23-2010,1.0,0.0,0.0,1,2,7,7
09-24-2010,0.0,0.0,1.0,1,2,7,7
09-27-2010,0.0,0.0,1.0,1,1,9,9
09-28-2010,0.0,1.0,0.0,1,1,9,9
09-29-2010,1.0,0.0,0.0,1,1,9,9
09-30-2010,0.0,0.0,1.0,1,2,9,9
10-01-2010,0.0,1.0,0.0,1,1,9,9
10-04-2010,0.0,0.0,1.0,1,2,8,8
10-05-2010,1.0,0.0,0.0,1,2,8,8
10-06-2010,0.0,0.0,1.0,1,2,7,7
10-07-2010,0.0,0.0,1.0,1,2,9,9
10-08-2010,0.0,0.0,1.0,1,2,9,9
10-11-2010,1.0,0.0,0.0,1,2,9,9
10-12-2010,0.0,0.0,1.0,1,2,9,9
10-13-2010,0.0,0.0,1.0,1,2,9,9
10-14-2010,1.0,0.0,0.0,1,2,9,9
10-15-2010,0.0,0.0,1.0,1,2,9,9
10-18-2010,0.0,0.0,1.0,1,1,9,9
10-19-2010,1.0,0.0,0.0,1,1,9,9
10-20-2010,0.0,0.0,1.0,1,1,8,8
10-21-2010,0.0,0.0,1.0,1,1,9,9
10-22-2010,1.0,0.0,0.0,1,2,8,8
10-26-2010,0.0,0.0,1.0,1,2,9,9
10-27-2010,0.0,0.0,1.0,1,1,9,9
10-28-2010,1.0,0.0,0.0,1,1,9,9
10-29-2010,0.0,0.0,1.0,1,2,9,9
11-01-2010,0.0,0.0,1.0,1,2,9,9
11-02-2010,1.0,0.0,0.0,1,2,9,9
11-03-2010,0.0,1.0,0.0,1,2,8,8
11-04-2010,0.0,0.0,1.0,1,2,9,9
11-05-2010,0.0,0.0,1.0,1,1,8,8
11-08-2010,1.0,0.0,0.0,1,1,9,9
11-09-2010,0.0,0.0,1.0,1,2,8,8
11-10-2010,0.0,0.0,1.0,1,1,8,7
11-11-2010,1.0,0.0,0.0,1,2,9,9
11-12-2010,0.0,0.0,1.0,1,1,9,9
11-15-2010,0.0,0.0,1.0,1,1,8,8
11-16-2010,0.0,0.0,1.0,1,2,9,9
11-17-2010,0.0,0.0,1.0,1,1,8,8
11-18-2010,0.0,0.0,1.0,1,1,8,8
11-19-2010,0.0,0.0,1.0,1,2,7,7
11-22-2010,0.0,0.0,1.0,1,1,9,9
11-23-2010,1.0,0.0,0.0,1,1,9,9
11-24-2010,0.0,0.0,1.0,1,2,9,9
11-29-2010,0.0,0.0,1.0,1,2,9,9
11-30-2010,0.0,0.0,1.0,1,2,9,9
12-01-2010,0.0,0.0,1.0,1,2,7,7
12-02-2010,1.0,0.0,0.0,1,2,8,8
12-03-2010,0.0,0.0,1.0,1,2,9,9
12-06-2010,0.0,0.0,1.0,1,1,8,8
12-07-2010,0.0,0.0,1.0,1,2,9,9
12-08-2010,0.0,0.0,1.0,1,1,8,8
12-09-2010,0.0,1.0,0.0,1,2,9,9
12-10-2010,0.0,0.0,1.0,1,2,8,8
12-13-2010,0.0,0.0,1.0,1,2,9,8
12-14-2010,0.0,0.0,1.0,1,1,9,8
12-15-2010,1.0,0.0,0.0,1,2,9,9
12-16-2010,0.0,0.0,1.0,1,2,8,8
12-17-2010,0.0,0.0,1.0,1,2,9,9
12-20-2010,0.0,0.0,1.0,1,1,9,9
12-22-2010,0.0,0.0,1.0,1,2,9,9
12-27-2010,0.0,0.0,1.0,1,2,9,9
12-28-2010,0.0,0.0,1.0,1,1,8,8
12-29-2010,0.0,0.0,1.0,1,2,8,8
12-30-2010,0.0,0.0,1.0,1,2,8,8
03-10-2010,0.0,0.0,0.0,1,1,9,9
03-12-2010,0.0,0.0,0.0,1,2,9,9
03-28-2011,0.0,0.0,0.0,1,2,9,9
04-08-2010,0.0,0.0,0.0,1,2,9,9
07-09-2010,0.0,0.0,0.0,1,2,9,9
08-23-2010,0.0,0.0,0.0,1,1,9,9
10-25-2010,0.0,0.0,0.0,1,2,9,9
12-21-2010,0.0,0.0,0.0,1,1,9,9
